情景,片段序号,说明,发言,目的,配图
チームの企画が失敗した後のまとめ：親しい同僚と数週間準備した企画が選ばれなかったと想像してください。結果発表後も短いまとめ会へ出席し、同じ場所にいる採用されたチームとも話す必要があります。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,1,結果ページが完全に表示されましたが、採用一覧にチーム名がありません。責任者が結果を確認します。,すべての結果が発表されました。今回は私たちの提案は採用されませんでした。,苦笑｜失望の苦笑：努力と結果が釣り合わないことで、失望を含む苦笑を引き出します。,illustrations/scene_023_project_setback.png
チームの企画が失敗した後のまとめ：親しい同僚と数週間準備した企画が選ばれなかったと想像してください。結果発表後も短いまとめ会へ出席し、同じ場所にいる採用されたチームとも話す必要があります。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,2,チームが静まり返り、責任者は事実に基づいて全員を励まそうとします。,少なくとも、できることはすべてやりました。ここ数週間、みんな本当に頑張ってくれました。,苦笑｜やるせない笑顔：事実として正しくても失望を消せない慰めによって、やるせない笑顔を引き出します。,illustrations/scene_023_project_setback.png
チームの企画が失敗した後のまとめ：親しい同僚と数週間準備した企画が選ばれなかったと想像してください。結果発表後も短いまとめ会へ出席し、同じ場所にいる採用されたチームとも話す必要があります。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,3,採用されたチームの知人が近づき、握手しながらあなたたちの仕事を評価します。,皆さんの準備には本当に感心しました。今後、一緒に仕事をする機会があればうれしいです。,社交的な笑顔｜仕事上の祝福の笑顔：礼儀と自分の失望が同時にあることで、控えめな礼儀笑いを引き出します。,illustrations/scene_023_project_setback.png
チームの企画が失敗した後のまとめ：親しい同僚と数週間準備した企画が選ばれなかったと想像してください。結果発表後も短いまとめ会へ出席し、同じ場所にいる採用されたチームとも話す必要があります。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,4,チームメンバーの一人が、自分の担当が全員の失敗につながったと思い、繰り返し自分を責めます。,自分の担当をもっと良くできていたら、みんなまでこの機会を逃さずに済んだかもしれない。,優しい笑顔｜支える温かな笑顔：仲間を安心させ、責任を共有することで、温かな支援の笑顔を引き出します。,illustrations/scene_023_project_setback.png
チームの企画が失敗した後のまとめ：親しい同僚と数週間準備した企画が選ばれなかったと想像してください。結果発表後も短いまとめ会へ出席し、同じ場所にいる採用されたチームとも話す必要があります。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,5,資料を整理していると最初の案が見つかり、当時は全員が結果に自信を持っていたことを思い出します。メンバーが小声で話します。,あの頃は、この提案なら絶対に採用されるって本気で思ってたよね。,苦笑｜寂しさを含む笑顔：過去の期待と今の結果の対比によって、切なさを含む笑顔を引き出します。,illustrations/scene_023_project_setback.png
チームの企画が失敗した後のまとめ：親しい同僚と数週間準備した企画が選ばれなかったと想像してください。結果発表後も短いまとめ会へ出席し、同じ場所にいる採用されたチームとも話す必要があります。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,6,責任者は現在の資料にも価値があると考え、次の機会への活用を提案します。,この資料は無駄になりません。修正すれば、次の機会にも提出できます。,喜びの笑顔｜希望の微笑み：努力の価値が残る可能性によって、穏やかな希望の笑顔を引き出します。,illustrations/scene_023_project_setback.png
チームの企画が失敗した後のまとめ：親しい同僚と数週間準備した企画が選ばれなかったと想像してください。結果発表後も短いまとめ会へ出席し、同じ場所にいる採用されたチームとも話す必要があります。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,7,帰る前に、今日は振り返りを止めて一緒に食事へ行くことをチームで決めます。,今日はもう失敗の話を止めよう。何か食べに行って、まずこの一日を終わらせよう。,苦笑｜一時的な安堵の笑顔：失望を共有し、ひとまず手放すことで、苦さと安心を含む笑顔を引き出します。,illustrations/scene_023_project_setback.png
自慢し、言い訳をする同僚と向き合う場面：昼休み、同僚が自分の能力を誇張し、チームには自分が不可欠だと言い続けていると想像してください。その人が朝の簡単な仕事で失敗したことを周囲は知っていますが、昼食を言い争いにはしたくありません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,1,昼休み、その同僚は自分の能力を大げさに語り、周囲の同意を待ちます。,私はどんなプロジェクトでも、誰かに注意される必要がありません。チームは基本的に私なしでは動きません。,嘲笑的な笑い｜軽蔑の笑顔：誇張した自己評価と既知の事実の矛盾によって、軽蔑を含む笑顔を引き出します。,illustrations/scene_024_boastful_colleague.png
自慢し、言い訳をする同僚と向き合う場面：昼休み、同僚が自分の能力を誇張し、チームには自分が不可欠だと言い続けていると想像してください。その人が朝の簡単な仕事で失敗したことを周囲は知っていますが、昼食を言い争いにはしたくありません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,2,午前中に書類を提出し忘れたことを指摘されると、すぐに外部システムのせいにします。,システムが古すぎるだけで、私の問題ではありません。普通のシステムならとっくに提出できていました。,嘲笑的な笑い｜嘲る笑顔：明らかな責任転嫁によって、短く否定的な笑顔を引き出します。,illustrations/scene_024_boastful_colleague.png
自慢し、言い訳をする同僚と向き合う場面：昼休み、同僚が自分の能力を誇張し、チームには自分が不可欠だと言い続けていると想像してください。その人が朝の簡単な仕事で失敗したことを周囲は知っていますが、昼食を言い争いにはしたくありません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,3,能力のある人は手順に従う必要がないと主張し、あなたの意見を直接尋ねます。,本当に能力がある人は、あんな融通の利かない手順に従う必要はないですよね。あなたもそう思いませんか？,社交的な笑顔｜応対のための礼儀笑い：同意を求める圧力と争いを避ける必要によって、本当の喜びではない笑顔を引き出します。,illustrations/scene_024_boastful_colleague.png
自慢し、言い訳をする同僚と向き合う場面：昼休み、同僚が自分の能力を誇張し、チームには自分が不可欠だと言い続けていると想像してください。その人が朝の簡単な仕事で失敗したことを周囲は知っていますが、昼食を言い争いにはしたくありません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,4,自分の失敗を正当化した後、資料の提出が遅れた別の同僚を批判します。,資料一つ時間どおりに出せないなんて、あの人は職業意識が足りません。,嘲笑的な笑い｜冷笑：自分には甘く他人には厳しい基準によって、冷たい笑顔を引き出します。,illustrations/scene_024_boastful_colleague.png
自慢し、言い訳をする同僚と向き合う場面：昼休み、同僚が自分の能力を誇張し、チームには自分が不可欠だと言い続けていると想像してください。その人が朝の簡単な仕事で失敗したことを周囲は知っていますが、昼食を言い争いにはしたくありません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,5,先ほど手順は重要ではないと言ったことを指摘されると、少し止まって自分だけを例外にします。,私の場合は違います。システムの問題で、あの人は単純に能力がないんです。,嘲笑的な笑い｜皮肉な笑顔：矛盾を指摘された後の無理な自己正当化によって、嘲笑を含む笑顔を引き出します。,illustrations/scene_024_boastful_colleague.png
自慢し、言い訳をする同僚と向き合う場面：昼休み、同僚が自分の能力を誇張し、チームには自分が不可欠だと言い続けていると想像してください。その人が朝の簡単な仕事で失敗したことを周囲は知っていますが、昼食を言い争いにはしたくありません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,6,自分がプロジェクトを救った話を始めますが、その内容はあなたが実際に見た状況と大きく違います。,あのとき私が一人で状況を立て直さなければ、プロジェクト全体が完全に失敗していました。,嘲笑的な笑い｜軽蔑の笑顔：功績を書き換える語りによって、軽蔑を含む笑顔を引き出します。,illustrations/scene_024_boastful_colleague.png
自慢し、言い訳をする同僚と向き合う場面：昼休み、同僚が自分の能力を誇張し、チームには自分が不可欠だと言い続けていると想像してください。その人が朝の簡単な仕事で失敗したことを周囲は知っていますが、昼食を言い争いにはしたくありません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,7,昼休みが終わると、その同僚は帰り際にあなたの肩をたたきます。,もっと私と仕事をすれば、私から多くのことを学べますよ。,社交的な笑顔｜仕事上の終了の笑顔：表面上の関係を保ちながら会話を終える必要によって、定型的な笑顔を引き出します。,illustrations/scene_024_boastful_colleague.png
自慢し、言い訳をする同僚と向き合う場面：昼休み、同僚が自分の能力を誇張し、チームには自分が不可欠だと言い続けていると想像してください。その人が朝の簡単な仕事で失敗したことを周囲は知っていますが、昼食を言い争いにはしたくありません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,8,席に戻ると、午後もその同僚と一緒に作業すると分かります。相手からすぐに指示が届きます。,午後の作業も二人で進めます。私が伝える手順どおりにやってください。,苦笑｜やるせない苦笑：避けたい相手との関わりを避けられないことで、疲れとやるせなさを引き出します。,illustrations/scene_024_boastful_colleague.png
携帯電話をなくしたと思った後で見つける場面：喫茶店を出ようとして、ポケットにも机にも携帯電話が見つからないと想像してください。重要な資料が入っており、最後に店内で使ったのか外で使ったのか思い出せません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,1,テーブル、上着、かばんの普段使うポケットを調べましたが、スマートフォンが見つかりません。友人はあなたが焦っていることに気づきます。,まず落ち着いて。最後にスマートフォンを出したのは店の中だったか、来る途中だったか思い出してみて。,苦笑｜緊張を伴う苦笑：大切な物をなくした可能性と記憶の不確かさによって、緊張した笑顔を引き出します。,illustrations/scene_025_phone_found.png
携帯電話をなくしたと思った後で見つける場面：喫茶店を出ようとして、ポケットにも机にも携帯電話が見つからないと想像してください。重要な資料が入っており、最後に店内で使ったのか外で使ったのか思い出せません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,2,他の客が待つ中、カウンターへ戻ってスマートフォンの落とし物を尋ねます。店員が丁寧に答えます。,今のところ、スマートフォンの届け物はありませんが、ほかの店員にも確認いたします。,社交的な笑顔｜申し訳なさを含む礼儀笑い：人に助けを求め時間を取らせる気遣いによって、謝意を含む笑顔を引き出します。,illustrations/scene_025_phone_found.png
携帯電話をなくしたと思った後で見つける場面：喫茶店を出ようとして、ポケットにも机にも携帯電話が見つからないと想像してください。重要な資料が入っており、最後に店内で使ったのか外で使ったのか思い出せません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,3,店員も見つけられず、友人が番号へ電話して場所を確かめようと提案します。,今から君のスマートフォンに電話するから、近くで音がしないかよく聞いてみて。,苦笑｜やるせない苦笑：最後の簡単な方法でもすぐに解決しないことで、やるせない笑顔を引き出します。,illustrations/scene_025_phone_found.png
携帯電話をなくしたと思った後で見つける場面：喫茶店を出ようとして、ポケットにも机にも携帯電話が見つからないと想像してください。重要な資料が入っており、最後に店内で使ったのか外で使ったのか思い出せません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,4,周囲が静かになると、かばんの底から小さな振動音が聞こえます。友人にも聞こえました。,待って、その音、君のかばんの中から聞こえてるみたいだよ。,喜びの笑顔｜驚きと安堵の笑顔：不安が突然解消されることで、素早くはっきりした笑顔を引き出します。,illustrations/scene_025_phone_found.png
携帯電話をなくしたと思った後で見つける場面：喫茶店を出ようとして、ポケットにも机にも携帯電話が見つからないと想像してください。重要な資料が入っており、最後に店内で使ったのか外で使ったのか思い出せません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,5,普段使わない仕切りからスマートフォンを取り出し、安全のため自分で入れたことを思い出します。友人があなたを見ます。,つまり、なくさないように、自分でも見つけられない場所へわざわざ隠したの？,抑えきれない笑い｜自嘲の大笑い：緊張の解消と自分自身の矛盾によって、突然の笑いを引き出します。,illustrations/scene_025_phone_found.png
携帯電話をなくしたと思った後で見つける場面：喫茶店を出ようとして、ポケットにも机にも携帯電話が見つからないと想像してください。重要な資料が入っており、最後に店内で使ったのか外で使ったのか思い出せません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,6,電話がつながると、友人はあなたが笑っていることに気づき、場所をもう一度尋ねます。,それで、どこにあったの？最初から自分のかばんの中だったなんて言わないよね。,抑えきれない笑い｜こらえきれない笑い：滑稽な経緯を話し直すことで、笑いが再び起きる反応を引き出します。,illustrations/scene_025_phone_found.png
携帯電話をなくしたと思った後で見つける場面：喫茶店を出ようとして、ポケットにも机にも携帯電話が見つからないと想像してください。重要な資料が入っており、最後に店内で使ったのか外で使ったのか思い出せません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,7,店員に礼を言って騒がせたことを謝ると、店員も安心した様子です。,見つかって本当によかったです。私も心配していたので、謝らなくて大丈夫ですよ。,喜びの笑顔｜安心と感謝の笑顔：問題の解決と相手の親切な返答によって、誠実で安心した笑顔を引き出します。,illustrations/scene_025_phone_found.png
友人のために秘密の誕生日会を準備する場面：何人かの友人と慣れた部屋を借り、もうすぐ来る友人のために小さな誕生日の驚きを用意したと想像してください。本人は普通の食事だと思っており、もう扉の前だと連絡しています。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,1,照明を消して全員が位置につき、ドアの外から友人が鍵を探す音が聞こえます。協力者が小声で確認します。,もうドアの前にいるよ。みんな声を出さないで、僕が電気をつけてから一緒に言おう。,いたずらっぽい笑い｜期待を伴う忍び笑い：共有する秘密がもうすぐ明かされることで、隠しにくい笑顔を引き出します。,illustrations/scene_026_surprise_party.png
友人のために秘密の誕生日会を準備する場面：何人かの友人と慣れた部屋を借り、もうすぐ来る友人のために小さな誕生日の驚きを用意したと想像してください。本人は普通の食事だと思っており、もう扉の前だと連絡しています。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,2,友人は外から部屋が不自然に静かなことに気づき、音声メッセージを送ります。,中がどうしてこんなに静かなの？まさか、まだ誰も来てないの？,いたずらっぽい笑い｜意図を隠す笑顔：信じてもらえるよう秘密を隠す必要によって、内緒の笑顔を引き出します。,illustrations/scene_026_surprise_party.png
友人のために秘密の誕生日会を準備する場面：何人かの友人と慣れた部屋を借り、もうすぐ来る友人のために小さな誕生日の驚きを用意したと想像してください。本人は普通の食事だと思っており、もう扉の前だと連絡しています。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,3,ドアノブが回り始めると、一人が早く笑いそうになり、小声で我慢すると伝えます。,分かってる、分かってる。ちゃんと我慢するから、こっちを見ないで。,いたずらっぽい笑い｜通じ合う忍び笑い：一緒に笑いを抑え、秘密が明らかになりかけることで、共謀する笑顔を引き出します。,illustrations/scene_026_surprise_party.png
友人のために秘密の誕生日会を準備する場面：何人かの友人と慣れた部屋を借り、もうすぐ来る友人のために小さな誕生日の驚きを用意したと想像してください。本人は普通の食事だと思っており、もう扉の前だと連絡しています。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,4,友人は暗い部屋に入り、まだサプライズに気づかないまま立ち止まります。,誰かいるの？どうして電気もついてないの？,いたずらっぽい笑い｜種明かし前の意味ありげな笑顔：相手だけが知らない情報を持つことで、期待を高める笑顔を引き出します。,illustrations/scene_026_surprise_party.png
友人のために秘密の誕生日会を準備する場面：何人かの友人と慣れた部屋を借り、もうすぐ来る友人のために小さな誕生日の驚きを用意したと想像してください。本人は普通の食事だと思っており、もう扉の前だと連絡しています。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,5,照明がつき、全員で祝福します。友人は戸惑いから立ち直り、部屋を見回します。,みんな、ずっとこれを準備してたの？本当にまったく気づかなかった。,喜びの笑顔｜共有する晴れやかな笑顔：好意的な計画の成功と相手の喜びによって、心からの笑顔を引き出します。,illustrations/scene_026_surprise_party.png
友人のために秘密の誕生日会を準備する場面：何人かの友人と慣れた部屋を借り、もうすぐ来る友人のために小さな誕生日の驚きを用意したと想像してください。本人は普通の食事だと思っており、もう扉の前だと連絡しています。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,6,友人は今日の不自然な出来事をようやく結びつけ、あなたを指さしながら振り返ります。,だから今日は返信がずっと遅かったんだね。朝からずっと僕をだましてたんだ。,抑えきれない笑い｜感染する集団の笑い：成功後に失敗しかけた場面を振り返ることで、止めにくい笑いを引き出します。,illustrations/scene_026_surprise_party.png
